product_id,review_id,review_text,rating,review_date,helpful_count,user_name,source,category
100276456043,1790078606,sat set langsung sampe.. belum di coba semoga berfungsi dengan baik,5.0,9 bulan lalu,0,,tokopedia,gpu
102622014021,2118084135,"barang berfungsi normal,fast respon👍🏻👍🏻👍🏻 walaupun beli nya gak pakai dolar😅
maaf baru kasih ulasan🙏🏻",5.0,3 bulan lalu,0,,tokopedia,gpu
102622014021,2162495765,"barang sudah diterima.
sesuai pesanan.
udah Di test berfungsi dengan baik",5.0,2 bulan lalu,0,,tokopedia,gpu
102622014021,2142967504,mantap barang bagus. segel pabrik masih nempel,5.0,2 bulan lalu,0,,tokopedia,gpu
103327105233,2181331345,"Barang sampe dengan aman, packaging rapi, barang berfungsi bagus. Thank you 👍",5.0,2 bulan lalu,0,,tokopedia,gpu
100702935891,1856141175,sesuai pesanan dan aman👍,5.0,8 bulan lalu,0,,tokopedia,gpu
103104600065,1141691723,,5.0,Lebih dari 1 tahun lalu,0,,tokopedia,ram
10539247755,1513279241,bagus!,5.0,Lebih dari 1 tahun lalu,0,,tokopedia,ram
10539247755,1032268820,&#34;Toko komputer ini keren banget! Mereka punya segala macam barang dari yang terbaru sampe yang langka. Staffnya juga friendly banget dan paham betul soal teknologi. Kalo lagi cari barang elektronik,5.0,Lebih dari 1 tahun lalu,0,,tokopedia,ram
15326539817,1146741020,"Seller fast response dan sabar, nanya2 tengah malam pun masih dilayani dg baik. RAM nya berfungsi baik, PC jadi makin ngebut!! Thanks",5.0,Lebih dari 1 tahun lalu,0,,tokopedia,ram
7140713678,1081893733,"Ramnya bagus desainnya, ngebantu setup yg warna putih. 
Buat CL-nya 36-42 spt foto yg saya cantumkan. Mungkin bingunginnya pas awal nyetel Team-T Force ini ga punya software buat ngatur RGB-nya. Kebetulan Mobo saya juga blm support RGB-Sync. Jadi buat temen2 yg mengalami kasus serupa, RGB ramnya bisa diatur manual pake aplikasi OpenRGB (gratis).",5.0,Lebih dari 1 tahun lalu,0,,tokopedia,ram
6781895408,1132048784,"Barang sampai dengan aman, packing bagus, seller inisiatif masukkan ke dalam box mobo agar tidak tergencet. Kreatif. Responsif",5.0,Lebih dari 1 tahun lalu,0,,tokopedia,ram
6781895408,1125535367,"Respon penjual cepat, tanggal murah pilkada juga tetap buka dan bisa kirim gosend. Puas lah pokoknya, harga kompetitif",5.0,Lebih dari 1 tahun lalu,0,,tokopedia,ram
15022903339,1135050743,rekomen,5.0,Lebih dari 1 tahun lalu,0,,tokopedia,ram
100102485718,1743921124,ok,5.0,10 bulan lalu,0,,tokopedia,ram
102376063046,2280762444,"Selalu terpercaya beli disini, thanks ESES.",5.0,6 hari lalu,0,,tokopedia,ram
100723602708,1725721786,pelayan toko bagus,5.0,10 bulan lalu,0,,tokopedia,ssd
11547282335,1597159892,"Sesuai pesanan. Sempat ada kendala, seller membantu mantab 👍🏻",5.0,Lebih dari 1 tahun lalu,0,,tokopedia,ssd
8281297219,1805676586,"bagus packing rapi dan safety ,, pengiriman cepat  thanksss",5.0,8 bulan lalu,0,,tokopedia,ssd
8281297219,1817573312,TOP!!!~ RECOMMENDED SELLER,5.0,8 bulan lalu,0,,tokopedia,ssd
14876095942,1128098637,"Mantab, sudah 2 kali beli HD Eksternal di JayaPC nggak pernah kecewa. Akhirnya ngerakit PC beli part-partnya di JayaPC. Barang baru garansi resmi.",5.0,Lebih dari 1 tahun lalu,0,,tokopedia,ssd
100072610797,1817416148,barang telah sampai dengan baik,5.0,8 bulan lalu,0,,tokopedia,ssd
12195325483,1825479022,"proses cepat, barang sesuai. blom dicoba, pakcing aman",5.0,8 bulan lalu,0,,tokopedia,ssd
